"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GGN^B","GAMCO Global Gold, Natural Reources & Income Trust ","22.75","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ggn^b",
"GST","Gastar Exploration Inc.","0.6973","$154.03M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gst",
"GST^A","Gastar Exploration Inc.","15.45","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gst^a",
"GST^B","Gastar Exploration Inc.","18.21","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gst^b",
"JOB","GEE Group Inc.","2.27","$23.71M","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/job",
"GMO","General Moly, Inc","0.3678","$40.89M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gmo",
"GSB","GlobalSCAPE, Inc.","3.63","$78.31M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gsb",
"GSAT","Globalstar, Inc.","0.65","$908.13M","2006","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/gsat",
"GLOW","Glowpoint, Inc.","0.1922","$8.93M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/glow",
"GORO","Gold Resource Corporation","5.1","$291.25M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/goro",
"GSV","Gold Standard Ventures Corporation","1.62","$408.5M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/gsv",
"AUMN","Golden Minerals Company","0.4061","$37.33M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/aumn",
"GSS","Golden Star Resources, Ltd","0.725","$276.22M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gss",
"GV","Goldfield Corporation (The)","4.35","$110.71M","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/gv",
"GDP","Goodrich Petroleum Corporation","12.36","$142.91M","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gdp",
"GTE","Gran Tierra Energy Inc.","3.23","$1.24B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gte",
"GPL","Great Panther Silver Limited","1.25","$210.56M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gpl",
"SIM","Grupo Simec, S.A. de C.V.","9.89","$1.64B","1993","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/sim",
"GVP","GSE Systems, Inc.","3.25","$63.13M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gvp",
"GLF","GulfMark Offshore, Inc.","34.5","$249.15M","2017","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/glf",
"GLF.WS","GulfMark Offshore, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/glf.ws",
"HEB","Hemispherx BioPharma, Inc.","0.3099","$12.2M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/heb",
"HCAC","Hennessy Capital Acquisition Corp. III","9.9692","$319.82M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/hcac",
"HCAC.U","Hennessy Capital Acquisition Corp. III","n/a","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/hcac.u",
"HCAC.WS","Hennessy Capital Acquisition Corp. III","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hcac.ws",
"HLM^","Hillman Group Capital Trust","33.2839","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hlm^",
"HMG","HMG/Courtland Properties, Inc.","13.1072","$13.28M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hmg",
"HUSA","Houston American Energy Corporation","0.22","$13.09M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/husa",
"IBIO","iBio, Inc.","0.162","$18.78M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ibio",
"IBO","IBO (Listing Market - NYSE Amex Network B F)","24.84","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ibo",
"IEC","IEC Electronics Corp.","4.32","$44.15M","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/iec",
"IMUC","ImmunoCellular Therapeutics, Ltd.","0.26","$10.9M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imuc",
"IMUC.WS","ImmunoCellular Therapeutics, Ltd.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/imuc.ws",
"IMH","Impac Mortgage Holdings, Inc.","8.72","$182.71M","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/imh",
"IMO","Imperial Oil Limited","29.91","$24.65B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/imo",
"IOR","Income Opportunity Realty Investors, Inc.","12.25","$51.06M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ior",
"IGC","India Globalization Capital Inc.","0.577","$17.47M","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/igc",
"INFU","InfuSystems Holdings, Inc.","2.9","$66.14M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/infu",
"IHT","InnSuites Hospitality Trust","1.5547","$15.16M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/iht",
"NSPR","InspireMD Inc.","1.12","$6.56M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nspr",
"NSPR.WS","InspireMD Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nspr.ws",
"NSPR.WS.B","InspireMD Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nspr.ws.b",
"IDN","Intellicheck, Inc.","1.93","$30.13M","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/idn",
"INS","Intelligent Systems Corporation","5.2093","$45.73M","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ins",
"THM","International Tower Hill Mines Ltd","0.6401","$119.39M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/thm",
"INTT","inTest Corporation","7.2","$75.41M","1997","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/intt",
"INUV","Inuvo, Inc","0.925","$26.47M","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/inuv",
"VKI","Invesco Advantage Municipal Income Trust II","10.39","$461.23M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vki",
"ISR","IsoRay, Inc.","0.4647","$25.61M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/isr",
"ISDR","Issuer Direct Corporation","16","$48.99M","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/isdr",
"KIQ","Kelso Technologies Inc","0.6111","$28.83M","n/a","Capital Goods","Railroads","https://www.nasdaq.com/symbol/kiq",
"KLDX","Klondex Mines Ltd.","2.45","$440.18M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/kldx",
"LTS","Ladenburg Thalmann Financial Services Inc","3.4","$681.73M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/lts",
"LTS^A","Ladenburg Thalmann Financial Services Inc","25.0803","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lts^a",
"LTSL","Ladenburg Thalmann Financial Services Inc","24.57","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ltsl",
"LAQ","Latin America Equity Fund, Inc. (The)","25.8","$192.17M","1991","n/a","n/a","https://www.nasdaq.com/symbol/laq",
"LEVB","Level Brands, Inc.","5.12","$41.11M","2017","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/levb",
"LGL","LGL Group, Inc. (The)","5.45","$25.61M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lgl",
"LBY","Libbey, Inc.","5.7","$125.56M","1993","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lby",
"LLEX","Lilis Energy, Inc.","3.9","$235.7M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/llex",
"LIQT","LiqTech International, Inc.","0.406","$18.06M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/liqt",
"MAG","MAG Silver Corporation","11.11","$949.94M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mag",
"MJCO","Majesco","5.23","$191.12M","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mjco",
"MHH","Mastech Digital, Inc","13.16","$71.88M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/mhh",
"MTNB","Matinas Biopharma Holdings, Inc.","0.6143","$57.49M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtnb",
"MNI","McClatchy Company (The)","9.34","$72.18M","1988","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/mni",
"IPB","Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate","27.67","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/ipb",
"MXC","Mexco Energy Corporation","4.21","$8.58M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mxc",
"CCA","MFS California Insured Municipal Trust","10.33","$28.78M","1999","n/a","n/a","https://www.nasdaq.com/symbol/cca",
"MICR","Micron Solutions, Inc.","3.74","$10.64M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/micr",
"MLSS","Milestone Scientific, Inc.","0.7864","$26.1M","2015","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/mlss",
"MVF","MuniVest Fund, Inc.","8.63","$556.61M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mvf",
"MZA","MuniYield Arizona Fund, Inc.","14.7294","$68.12M","1993","n/a","n/a","https://www.nasdaq.com/symbol/mza",
"MYO","Myomo Inc.","3.74","$46.35M","2017","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/myo",
"NNVC","NanoViricides, Inc.","0.7501","$47.54M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/nnvc",
"ATEST","NASDAQ TEST STOCK","23.09","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest",
"ATEST.A","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.a",
"ATEST.B","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.b",
"ATEST.C","NASDAQ TEST STOCK","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/atest.c",
"NHC","National HealthCare Corporation","63.01","$959.42M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/nhc",
"NAVB","Navidea Biopharmaceuticals, Inc.","0.287","$46.72M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/navb",
"NTIP","Network-1 Technologies, Inc.","2.775","$65.9M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/ntip",
"NBW","Neuberger Berman California Intermediate Municipal Fund Inc.","12.63","$70.11M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbw",
"NHS","Neuberger Berman High Yield Strategies Fund","10.9999","$214.94M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nhs",
"NBH","Neuberger Berman Intermediate Municipal Fund Inc.","13.56","$254.91M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbh",
"NML","Neuberger Berman MLP Income Fund Inc.","8.37","$474.24M","2013","n/a","n/a","https://www.nasdaq.com/symbol/nml",
"NBO","Neuberger Berman New York Intermediate Municipal Fund Inc.","11.51","$58.44M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbo",
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","4.67","$221.45M","2003","n/a","n/a","https://www.nasdaq.com/symbol/nro",
"UWN","Nevada Gold & Casinos, Inc.","2.16","$36.39M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/uwn",
"NSU","Nevsun Resources Ltd","2.68","$810.22M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nsu",
"GBR","New Concept Energy, Inc","1.34","$2.73M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gbr",
"NEN","New England Realty Associates Limited Partnership","68","$253.75M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/nen",
"NGD","New Gold Inc.","2.51","$1.45B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ngd",
"NXE","Nexgen Energy Ltd.","2.03","$696.95M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nxe",
"HLTH","Nobilis Health Corp.","1.55","$121.18M","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/hlth",
"NAK","Northern Dynasty Minerals, Ltd.","0.882","$275.02M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nak",
"NOG","Northern Oil and Gas, Inc.","1.63","$203.12M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nog",
"NBY","NovaBay Pharmaceuticals, Inc.","3.25","$55.54M","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nby",
"NG","Novagold Resources Inc.","4.78","$1.54B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ng",
"NTN","NTN Buzztime, Inc.","5.2","$13.11M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/ntn",
"NES","Nuverra Environmental Solutions, Inc.","17.5","$204.67M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nes",
"OCX","OncoCyte Corporation","2.15","$81.31M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/ocx",
"OGEN","Oragenics Inc.","1.47","$7.62M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ogen",
"TIS","Orchids Paper Products Company","7.08","$75.55M","2005","Basic Industries","Paper","https://www.nasdaq.com/symbol/tis",
"ONP","Orient Paper, Inc.","1.12","$24.02M","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/onp",
"ORM","Owens Realty Mortgage, Inc.","15.33","$139.37M","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/orm",
"PCG^A","Pacific Gas & Electric Co.","24.92","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^a",
"PCG^B","Pacific Gas & Electric Co.","22.91","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^b",
"PCG^C","Pacific Gas & Electric Co.","21.55","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^c",
"PCG^D","Pacific Gas & Electric Co.","21.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^d",
"PCG^E","Pacific Gas & Electric Co.","21.54","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^e",
"PCG^G","Pacific Gas & Electric Co.","20.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^g",
"PCG^H","Pacific Gas & Electric Co.","19.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^h",
"PCG^I","Pacific Gas & Electric Co.","19.828","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pcg^i",
"PTN","Palatin Technologies, Inc.","1.17","$229.96M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptn",
"PZG","Paramount Gold Nevada Corp.","1.63","$37.61M","2015","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/pzg",
"TEUM","Pareteum Corporation","2.73","$139.38M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/teum",
"PRK","Park National Corporation","109.47","$1.67B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/prk",
"PED","Pedevco Corp.","0.3206","$2.33M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ped",
"PFNX","Pfenex Inc.","5.81","$137.02M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pfnx",
"HNW","Pioneer Diversified High Income Trust","14.88","$123.99M","2007","n/a","n/a","https://www.nasdaq.com/symbol/hnw",
"PLG","Platinum Group Metals Ltd.","0.2177","$32.85M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/plg",
"PLYM","Plymouth Industrial REIT, Inc.","16.4299","$58.43M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/plym",
"PLYM^A","Plymouth Industrial REIT, Inc.","24.0311","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/plym^a",
"PLM","Polymet Mining Corp.","0.795","$254.72M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/plm",
"PW","Power REIT","6.28","$11.48M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/pw",
"PW^A","Power REIT","26.4494","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pw^a",
"PLX","Protalix BioTherapeutics, Inc.","0.43","$62.6M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/plx",
"RLGT","Radiant Logistics, Inc.","3.64","$179.6M","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/rlgt",
"RLGT^A","Radiant Logistics, Inc.","25.95","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rlgt^a",
"RFL","Rafael Holdings, Inc.","6.74","$83.76M","2018","Finance","Real Estate","https://www.nasdaq.com/symbol/rfl",
"UTG","Reaves Utility Income Fund","28.16","$1.37B","2004","n/a","n/a","https://www.nasdaq.com/symbol/utg",
"REED","Reeds, Inc.","2.182","$54.59M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/reed",
"RHE","Regional Health Properties, Inc.","0.2896","$5.76M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rhe",
"RHE^A","Regional Health Properties, Inc.","7.16","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rhe^a",
"RWC","RELM Wireless Corporation","3.7","$51.22M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/rwc",
"RCG","RENN Fund, Inc.","1.37","$6.12M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rcg",
"RVP","Retractable Technologies, Inc.","0.8502","$27.77M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/rvp",
"RNN","Rexahn Pharmaceuticals, Inc.","1.6","$50.79M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rnn",
"REI","Ring Energy, Inc.","16.1","$972.25M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rei",
"RIF","RMR Real Estate Income Fund","16.2516","$165.8M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rif",
"SACH","Sachem Capital Corp.","3.4","$52.42M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sach",
"SGA","Saga Communications, Inc.","38.85","$230.91M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/sga",
"SNMP","Sanchez Midstream Partners LP","12.3","$186.67M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/snmp",
"SAND          ","Sandstorm Gold Ltd","4.54","$834.44M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sand",
"SEB","Seaboard Corporation","3985.07","$4.66B","1996","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/seb",
"SENS","Senseonics Holdings, Inc.","3.1","$425.32M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sens",
"SVT","Servotronics, Inc.","9.6","$23.85M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/svt",
"SMTS","Sierra Metals Inc.","2.56","$416.8M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/smts",
"SIF","SIFCO Industries, Inc.","6","$33.87M","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/sif",
"SVM","Silvercorp Metals Inc.","2.81","$469.71M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/svm",
"SKY","Skyline Corporation","25.06","$210.28M","n/a","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/sky",
"XPL","Solitario Zinc Corp.","0.4627","$27.04M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/xpl",
